filename,ipa,allosaurus_eng2102_eng,ginic/full_dataset_train_3_wav2vec2-large-xlsr-53-buckeye-ipa,ctaguchi/wav2vec2-large-xlsr-japlmthufielta-ipa1000-ns,openai_whisper-large-v3-turbo_to_epitran,openai_whisper-medium.en_to_epitran
/complete/dr2/mwew0/sx281.wav,kɔɹiɨntɹɪʃpleɪdtægwɨbitʃbɔlzfɚaʊɚz,kɔɹiɪntɹɪʃplejtæɡwɪðbit͡ʃbwlzfɔɹawɹ̩z,kɔɹiɪntɹ̩ɪʃpleɪtɛɡwɪðbitʃbɔlsfɹ̩aʊɹ̩s,koɻientʂueʂplɔjtɛɡwɨtbit͡ʃbɔɔsfuraors,kɔɹiændtɹɪʃplejdtæɡwɪðbit͡ʃbɔlzfɔɹawɹ̩z.,kɔɹiændtɹɪʃplejdtæɡwɪðbit͡ʃbɔlzfɔɹawɹ̩z.
/complete/dr2/mwew0/sx191.wav,wɨdɹɑɔlfoʊniækjɨzeɪʃɨnzɪʔwʌnts,wɪðdɹɔlfɔniækəzejʃənzætwɑns,wɪddɹɔlfoʊɾ̃iækjuzeɪʃʌnzɛʔwʌnts,wɨdrwaːɔfɔniɛkʲizeɕnd͡zɛuwɔnt͡s,wɪðdɹɔɔlfowniækjəzejʃənzætwʌns.,wɪðdɹɔɔlfowniækjəzejʃənzætwʌns.
/complete/dr2/mwew0/sx11.wav,hiwl̩əlaʊɚɹɛɹlaɪ,iwɪləlawɹ̩ɹɛɹlaj,hiwl̩ʌlaʊɹ̩ɹɛɹlaɪ,hiulɑlaːorverlaː,hiwɪləlawəɹɛɹlaj.,hiwɪləlawəɹɛɹlaj.
/complete/dr2/mwew0/sa1.wav,ʃiɦɛdjɹ̩dɑɹksʉʔn̩gɹisiwɔʃwɔɾɚɔljɪɚ,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ,ʃihɛdjɹ̩dɑɹksutn̩ɡɹisiwɔʃwɔɾɹ̩ɔljɪɹ,ʃihɛdjydarksyːngwisiwaʂwɔrɔjiː,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr2/mwew0/sx101.wav,kɪɾ̃ɚgʌɹn̩tʃɪldɚndɛkɚɹeɪtðɚklæsɹʉmzfɚɔlɦɑlədeɪz,kɪnɹ̩ɡɑɹənt͡ʃɪldɹəndɛkɹ̩ejtðɛɹklæsɹumzfɔɹɔlhɑlədejz,kɪnɹ̩ɡɑɹdn̩tʃɪldɹɛndɛkɹ̩ɹeɪtðɛɹklæsɹumsfɹ̩ɔlhɑlʌdeɪs,kiːnryɡɛrnt͡ʃeodyndɛkireiteːklesymsfurɒohɒoreːs,kɪndɹ̩ɡɑɹtənt͡ʃɪldɹəndɛkɹ̩ejtðɛɹklæsɹumzfɔɹɔlhɑlədejz.,kɪndɹ̩ɡɑɹtənt͡ʃɪldɹəndɛkɹ̩ejtðɛɹklæsɹumzfɔɹɔlhɑlədejz.
/complete/dr2/mwew0/si1361.wav,bəɾɨnɪswʌnsɛkʃn̩wiwɛlkəmdəʔɔɾɨɾɚz,bʌtɪnðɪswʌnsɛkʃənwiwɛlkəmtəɔdɪtɹ̩z,bʌɾɛnnɪswʌnsɛkʃn̩wiwɛlkʌmdɔɾɪɾɹ̩s,parɨnɨswansɛkɕnmujwɛlkɛmdɔaɾɨrøs,bʌtɪnðɪswʌnsɛkʃənwiwɛlkəmdɑdətɹ̩z.,bʌtɪnðɪswʌnsɛkʃənwiwɛlkəmðəɑdətɹ̩z.
/complete/dr2/mwew0/si731.wav,əfʉjɪɚzleɪɾɚðɨdoʊmfɛlɨn,əfjujɪɹzlejtɹ̩ðədowmfɪlən,ʌfjujɪɹzleɪɾɹ̩ðɪdoʊmfɛlɪn,afiwjirzlairɨdɨdɛwmfɛlɛn,"əfjujɪɹzlejtɹ̩,ðədowmfɛlɪn.","əfjujɪɹzlejtɹ̩,ðədowmfɛlɪn."
/complete/dr2/mwew0/sx371.wav,ɹaɪtnaʊmeɪnɑpbiðɨbɛstaɪmfɚbɪznɨsmɹ̩dʒɚz,ɹajtnawmjnʌbiðəbɛstajmfɔɹbɪznəsmɹ̩d͡ʒɹ̩z,ɹaɪʔnaʊʌmeɪnnæbiðʌbɛsttaɪmfɹ̩bɪznɪsmɹ̩dʒɹ̩s,vrainɛɔminapitɨbɛstaːfubɨznɨsmød͡ʑys,ɹajtnawmejnɑtbiðəbɛsttajmfɔɹbɪznəsmɹ̩d͡ʒɹ̩z.,ɹajtnawmejnɑtbiðəbɛsttajmfɔɹbɪznəsmɹ̩d͡ʒɹ̩z.
/complete/dr2/mwew0/sa2.wav,doʊɾ̃æskmitɨkɛɹiɨɾ̃ɔɪliɹæglaɪkðæt,dɑntæskmitəkæɹiænojliɹɛɡlajkðæt,doʊɾ̃æskmitɪkɛɹiɪɾ̃ʌliɹæɡlaɪkðæt,tonaːzkmitikjɒinoːlivaːɡlaːɡtaːn,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr2/mbjk0/si1175.wav,dɨvɹ̩sɨɾiʔʌpɚsɛpʃɪnjɛsdə̥vɹ̩siʌvfæktjɛs,dəvɹ̩sətiʌpɹ̩sɛpʃənjɛsdəvɹ̩sətiʌvfæktjɛs,dʌvɹ̩sʌɾiʌpɹ̩sɛpʃʌnjɛsdʌvɹ̩sɾiʌvfæktjɛs,tɛføɾsɛriapɾsɛpʂɛ̃njastrvɛɾsɾijafaaktjas,"dɪvɹ̩sətiʌvpɹ̩sɛpʃən,jɛs.dɪvɹ̩sətiʌvfækt,jɛs.","dɪvɹ̩sətiʌvpɹ̩sɛpʃən,jɛs.dɪvɹ̩sətiʌvfækt,jɛs."
/complete/dr2/mbjk0/sa1.wav,ʃiɦædʒɚdɑɹksutʔɨngɹisiwɔʃwɔɾɹ̩ʔɔljɪɹ̩,ʃihædjɔɹdɑɹksutɪnkɹisiwɑʃwɔtɹ̩ɔljɪɹ,sihæɾʒjɹ̩dɑɹksutɪnɡɹisiwɑʃwɔɾɹ̩ɔljɪɹ,sihɛrjyd͡ʑarksɯuːtenkriɕiwaːʂwarrɔji,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr2/mbjk0/sx185.wav,dɪdʒʉbaɪɨnikɔɹɾɚɔɪoʊvɚɔlz,dɪdjubajɛnikɔɹdɹ̩jowvɹ̩ɔls,dɪddʒubaɪɛnikɔɹɾɹ̩ɹʌlioʊvɹ̩ɔls,tit͡ɕɯbaenikodrɔjɔvɔls,dɪdjubajɛnikɔɹdɹ̩ojowvɹ̩ɔlz?,dɪdjubajɛnikɔɹdɹ̩ojowvɹ̩ɔlz?
/complete/dr2/mbjk0/si2128.wav,sʌməvðɛmʔɨgnɔɹdHətɛkstʔɛnɦæɾəpɛɹ̩nʔlimɛmɹ̩aɪzdHəwɹ̩dslɔŋəgoʊ,sʌmʌvðɛmɪɡnɔɹdətɛkstændhædəpɛɹəntlimɛmɹ̩ajzdðəwɹ̩dzlɔŋəɡow,sʌmʌvðɛmɪɡnɔɹdðʌtɛkstɛnhædʌpɛɹʌnlimɛmɹ̩aɪzðʌwɹ̩dslɔŋʌɡoʊ,samɔvɛmeɡnɔɾdɨtɛkstenhɛdpɛwnlimjɛmɻaiztɔut͡swaːnɡɔ,sʌmʌvðɛmɪɡnɔɹdðətɛkstændhædəpɛɹəntlimɛmɹ̩ajzdðəwɹ̩dzlɔŋəɡow.,sʌmʌvðɛmɪɡnɔɹdðətɛkstændhædəpɛɹəntlimɛmɹ̩ajzdðəwɹ̩dzlɔŋəɡow.
/complete/dr2/mbjk0/sx95.wav,igwɑɾ̃ʌzɨnʔæləgeɪɾɹ̩zɚtɹɑpkl̩ɹɛptaɪls,jikwɑnoəzændæləɡejtɹ̩zɑɹkɹɑpɪkəlɹɛptajlz,jikwɑɾ̃ʌzɛɾ̃ælʌɡeɪɾɹ̩zɑɹtɹɑpkʌɹɛptaɪls,ikwɔnɛfzɛnɛlaɡeːrjɛzatʂapkɔrɛptaɔs,ɪɡwɑnəzændæləɡejtɹ̩zɑɹtɹɑpɪkəlɹɛptajlz.,ɪɡwɑnəzændæləɡejtɹ̩zɑɹtɹɑpɪkəlɹɛptajlz.
/complete/dr2/mbjk0/sx365.wav,ðəgʌnmɛnkɛptɨzvɪktɪmkɔɹɾ̃ɹ̩ɾɛtɡʌnpɔɪntfɚθɹiaʊɚs,ðəɡʌnmɛnkɛpthɪzvɪktəmkɔɹnɹ̩təɡʌnpojntfɔɹθɹiawɹ̩z,ðʌɡʌnmɛnkɛptɪzvɪktɪmkɔɹnɹ̩ɾɛtɡʌnpɔɪntfɹ̩θɹiaʊɹ̩s,ðɨɡanmɛnkapʂɨzvɨktɨmkonɾɨɡːɛnːpontforθrojawrs,ðəɡʌnmənkɛpthɪzvɪktəmkɔɹnɹ̩dætɡʌnpojntfɔɹθɹiawɹ̩z.,ðəɡʌnmənkɛpthɪzvɪktəmkɔɹnɹ̩dætɡʌnpojntfɔɹθɹiawɹ̩z.
/complete/dr2/mbjk0/si545.wav,bʌthaʊlɪɾl̩lʌvwigɪvhɨm,bʌthawlɪtəlʌvwiɡɪvhɪm,bʌɾhaʊlɪɾl̩lʌvwiɡɪvhɪm,parxaɔnɨllavuikiɛvjɛm,bʌthawlɪtəllʌvwiɡɪvhɪm.,bʌthawlɪtəllʌvwiɡɪvhɪm.
/complete/dr2/mbjk0/sa2.wav,doʊnæskmitɨkɛɹiʔɨnəʔɔɪliɹæglaɪkðæt,dɑntæskmitəkæɹiɪnojliɹɛɡlajkðæt,doʊnæskmitɪkɛɹiɪɾ̃ʌɔɪdliɹæklaɪkðæt,do̞ːnaːsmitɯkɛienojlijuɻajɛkläiktaːd,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr2/mbjk0/sx275.wav,stivwɔɹʔəbɹaɪtɹɛdkæʒmɹ̩swɛɾɹ̩,stivwɔɹəbɹajtɹɛdkæʃmɹ̩swɛtɹ̩,stivwɔɹʌbɹaɪtɹɛdkæʃmɹ̩swɛɾɹ̩,stiːvwoːɾapwaidvɛdkɛaʂmiɻswarɛ,stivwɔɹəbɹajtɹɛdkæʒmɪɹswɛtɹ̩.,stivwɔɹəbɹajtɹɛdkæʒmɪɹswɛtɹ̩.
/complete/dr2/mbjk0/sx5.wav,ʃiʔɪzθɪɾ̃ɹ̩ðɛnaɪæm,ʃiɪzsunɹ̩ðænajæm,ʃiɪzstʊðʌɾ̃ɹ̩zʌnaɪɛm,ʂiɛstɯnɛɾzɛnajɛm,ʃiɪzθɪnɹ̩ðænajæm.,ʃiɪzθɪnɹ̩ðænajæm.
/complete/dr2/mhrm0/si2218.wav,noʊpɹaɪsɨztʉhaɪhwɨntɹʉlʌvɨzɨtsteɪk,nowpɹajsəztuhajwɛntɹulʌvɪzɪtstejk,noʊpɹaɪsztuhaɪwɛntɹulʌvɪzɪtsteɪk,ne̞o̞ːpɾaisɔst͡ɕiːhaːihunt͡ɕɯlavize̞tstɛik,nowpɹajsɪztuhajwɛntɹulʌvɪzætstejk.,nowpɹajsɪztuhajwɛntɹulʌvɪzætstejk.
/complete/dr2/mhrm0/sx58.wav,wiɪkspɹ̩iɨsdɨstɹɛsn̩fɹʌstɹeɪʃn̩ɨbteɪɾ̃ɨŋɚdɨgɹiz,wiɪkspɪɹiənstdɪstɹɛsɪnfɹəstɹejʃənʌvtejnɪŋwɹ̩dɪɡɹiz,wiɪkspɹ̩ɹiɪ̃stdɪstɹɛsn̩fɹʌstɹeɪʃn̩ʌbteɪnɪŋʌɹdɪɡɹiz,ujɛkspɛɾjɛnt͡stistwɛsunfɨskwɛɕnɨte̞ninadigwiz,wiɪkspɪɹiənsdɪstɹɛsændfɹəstɹejʃənəbtejnɪŋawɹ̩dɪɡɹiz.,wiɪkspɪɹiənsdɪstɹɛsændfɹəstɹejʃənəbtejnɪŋawɹ̩dɪɡɹiz.
/complete/dr2/mhrm0/si1475.wav,ʔɪzɦɪzæpɨtaɪtɨmpɹʉvd,ɪzhɪzæpətajtɪmpɹuvd,ɪzhɪzæpʌtaɪtɪmpɹuvt,ezizjapitaɾimpruːvd,ɪzhɪzæpətajtɪmpɹuvd?,ɪzhɪzæpətajtɪmpɹuvd?
/complete/dr2/mhrm0/sx148.wav,moʊstpɹisɨŋkshɛɾɨθɹ̩dɨvðɨvoʊtskaʊɾ̃ɪd,mowstpɹisɪŋkshædəθɹ̩dʌvðəvowtskawntəd,moʊstpɹisɪŋktshɛɾɛθɹ̩dʌðʌvoʊtskaʊndɪd,mostpɾisinkshedθoɻideðɨvaɯt͡skawnid,mowstpɹisɪŋktshædəθɹ̩dʌvðəvowtskawntəd,mowstpɹisɪŋktshædəθɹ̩dʌvðəvowtskawntəd.
/complete/dr2/mhrm0/sa1.wav,ʃiɛdʒɚdɑɹksʉʔɨŋgɹiziwɔʃwɔɾɚʔɔljɪɚ,ʃædjɔdɑɹksutɪnɡɹiziwɑʃwɔtɹ̩ɔljɪɹ,ʃiɛddʒɹ̩dɑɹksutɪnɡɹiziwɑʃwɔɾɹ̩ɔlʌjɪɹ,ɕɛjɛd͡ʑɯdaksyːdinɡwiziwaːʂwɔrɔːjiːɾ,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr2/mhrm0/sa2.wav,doʊɾ̃æskmiɾɨkɛɹiɨnɔɪlɨɹæglaɪkðæʔ,dɑntiæskmitəkæɹiænojliɹɛɡlajkðæt,doʊnæskmiɾɪkɛɹiɛnɛeɪɹæɡlaɪkðæt,de̞o̞ne̞äskmidɯkɛɻjeno̞ːliwäiglaːikðe,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr2/mhrm0/sx328.wav,ɡɹɪgɹ̩iɨntɑmtʃoʊztə̥wɑtʃkɑɹtʉnzɨnðiæftɚnʉn,ɡɹɛɡɹ̩iæntɑmt͡ʃowztəwɑt͡ʃkɑɹtunzɪnðəæftɹ̩nun,ɡɹɛɡɹiɪnttɑmtʃoʊztuwɑtʃkɑɹtunzʌðiæftɹ̩nun,ɡrɛɡjwijɛntamt͡ɕɔzdwat͡ɕkar͡yːnt͡sɔdijaftɔnyːn,ɡɹɛɡɹ̩iændtɑmt͡ʃowztəwɑt͡ʃkɑɹtunzɪnðəæftɹ̩nun.,ɡɹɛɡɹ̩iændtɑmt͡ʃowztəwɑt͡ʃkɑɹtunzɪnðəæftɹ̩nun.
/complete/dr2/mhrm0/si958.wav,wəɾ̃ɨvðəmoʊskɑmənʔəvkæmpmælədizwəzdaɪɚɹiɨ,wʌnʌvðəmowstkɑmənʌvkawnpmælədizwɑzdajɹ̩iə,wʌnʌvðʌmoʊstkɑmʌnʌvkæmʔmɛlʌdizwʊzdaɪɹiʌ,munavdɨmɔskamɨnafkiamɛladizwɨzdaivia,wʌnʌvðəmowstkɑmənʌvkæmpmælədizwɑzdajɹ̩iə.,wʌnʌvðəmowstkɑmənʌvkæmpmælədizwɑzdajɹ̩iə.
/complete/dr2/mhrm0/sx418.wav,ʔaɪɹɨsθɪŋksðɪszʉɦɛzəlɛvn̩spæɾ̃ɨʃzibɹɨz,ajɹɪsθɪŋksðɪszuhæzɪlɛvənspænɹ̩sibəz,aɪɹɪsθɪŋksðɪsduhɛzlɛvn̩spæɾ̃ɪʃnibɹɪz,avɛstinksðeszyːhesɔlɛvɛnspeliʂzibɨs,ajɹəsθɪŋksðɪszuhæz11spænɪʃzibɹəz.,ajɹəsθɪŋksðɪszuhæz11spænɪʃzibɹəz.
/complete/dr2/mhrm0/sx238.wav,hɨdɑktɚwɨzɨnðiæmbjɨlɨntswəθə̥peɪʃn̩t,ədɑktɹ̩wɑzɪnðəæmbjələnswɪðəpejʃənt,hʌdɑktɹ̩wʊzɪnniæmbjʌlʌnswʊθθʌpeɪʃʌnt,hɛdaːktouzenijɛmbjlɛnswɨθɨpeɕɨnt,ədɑktɹ̩wɑzɪnðəæmbjələnswɪððəpejʃənt.,ədɑktɹ̩wɑzɪnðəæmbjələnswɪððəpejʃənt.
/complete/dr2/mrhl0/sx345.wav,tɹɪʃsɔʔaʊɹ̩zn̩aʊɹ̩zɨvmuvisæɾɚdeɪ,tɹɪt͡ʃsɔawɹ̩zænawɹ̩zʌvmuvisætɹ̩di,tɹɪʃɔaʊɹ̩zn̩aʊɹ̩zʌvmuvissɛɾɹ̩deɪ,t͡ʃwɨʂsawaawɔznawɔzɔvmuvisɛrdɛj,tɹɪʃsɔawɹ̩zændawɹ̩zʌvmuvizsætɹ̩di.,tɹɪʃsɔawɹ̩zændawɹ̩zʌvmuvizsætɹ̩di.
/complete/dr2/mrhl0/sa1.wav,ʃihædʒɚdɑɹksʉtʔɪngɹisiwɑʃwɔɾɹ̩ʔɔljɪɹ̩,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ,ʃihæddʒɹ̩dɑɹksutɪnɡɹisiwɔʃwɔɾɹ̩ɔljɪɹ,ʃihɛd͡ʑydɒksyːde̞nɡwisiwɔʂwɔrrɔjiː,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr2/mrhl0/sx255.wav,mɑʔaɪdilmɔɹɾ̃iŋbigɪnzwɪθhɑtkɔfi,majajdilmɔɹnɪŋbɪɡɪnzwɪðhɑtkɑfi,mɑaɪdilmɔɹɾɪŋbiɡɪnzwɪðhɑtkɔfi,määidio̞mɔɾiɲbiɡe̞nzwɨthaːdkaːfi,majajdilmɔɹnɪŋbɪɡɪnzwɪðhɑtkɑfi.,majajdilmɔɹnɪŋbɪɡɪnzwɪðhɑtkɑfi.
/complete/dr2/mrhl0/sx435.wav,ðɨɹɪtʃʉɾɪmvɛstɨnblækzɹ̩kɑnzn̩stɛɾɨvstaɪlɨʃʉz,ðəɹɪt͡ʃʊdɪnvɛstɪnblæksɹ̩kənzɪnstɛdʌvstajlɪsʃuz,ðɪɹɪtʃʃʊɾɛnvɛstɪnblæksɹ̩kɑnsn̩stʌɾʌvstaɪlɪʃʃuz,ðɨrɨʃiːdɨnvɛstinblaːkzyrkaːnsnstaidavstaːjɒloʃøːs,ðəɹɪt͡ʃʃʊdɪnvɛstɪnblækzɹ̩kɑnzɪnstɛdʌvstajlɪʃʃuz.,ðəɹɪt͡ʃʃʊdɪnvɛstɪnblækzɹ̩kɑnzɪnstɛdʌvstajlɪʃʃuz.
/complete/dr2/mrhl0/sx165.wav,ðiʔizigoʊiŋzuɑlɨdʒɪstɹɨlækstθɹɨaʊtðəvɔɪɨdʒ,ðəiziɡowɪŋzəwɑləd͡ʒʌstɹɪlækstθɹuawtðəvojəd͡ʒ,ðiiziɡoʊɪŋzuɑlʌdʒɪstɹɪlækstθɹɹ̩aʊtðʌvɔɪɛdʒ,tiiziɡɔɲsualɔd͡ʑiɛstwilɛjaksttɨrɛtɔvojɛd͡ʑ,ðəizi-ɡowɪŋzowɑləd͡ʒəstɹɪlækstθɹuawtðəvojəd͡ʒ.,ðəiziɡowɪŋzowɑləd͡ʒəstɹɪlækstθɹuawtðəvojəd͡ʒ.
/complete/dr2/mrhl0/si885.wav,naɪɾ̃ʌvðɛmɦɛdgɔndaʊnðɨgeɪŋpleɪŋkʔɔlɹɛɾi,najnʌvðɛmhædɡɔndawnðəɡæŋplæŋkɔlɹɛdi,naɪnʌvðɛmhɛdɡɔndaʊnðiɡæŋkplæŋkɔlɹɛdi,nainɔvðɨmhɛdɡɔandawnɡɛŋkplaŋkɔvɛri,najnʌvðɛmhædɡɔndawnðəɡæŋplæŋkɔlɹɛdi.,najnʌvðɛmhædɡɔndawnðəɡæŋplæŋkɔlɹɛdi.
/complete/dr2/mrhl0/sx75.wav,fɪlætkæntinwɨθfɹɛʃpɹiŋwɔɾɹ̩,fɪlætkæntinwɪðfɹɛʃpɹɪŋwɔtɹ̩,fɪllætkæntinwʊθfɹɛʃʃpɹɪŋwɔɾɹ̩,fɨwdaɟkɛjɛnt͡ʂinwɨθfrɛʂpriŋkwɔrɨ,fɪlðætkæntinwɪðfɹɛʃspɹɪŋwɔtɹ̩.,fɪlðætkæntinwɪðfɹɛʃspɹɪŋwɔtɹ̩.
/complete/dr2/mrhl0/sa2.wav,doʊɾ̃æsmiɾikɛɹiɪɾ̃ɔɪliɹæglaɪkðæt,doɑntæskmitəkæɹiænojliɹɛɡlajkðæt,doʊɾ̃æskmiɾɪkɛɹiɪnɔeɪliɹɛɡlaɪkðæt,do̞najastmirɯkɛwino̞jlivɛːglaikðad,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr2/mrhl0/si2145.wav,wəʃidʒɛsnætʃəlislɑpiɨbaʊʔɛvɹiθiŋbʌthɚfɪzɨkl̩əpɪɹɛnts,wɪʃid͡ʒʌstnæt͡ʃɹ̩əlislæpiəbawtɛvɹiθɪŋbʌthɹ̩fɪzɪkələpɪɹəns,wʌʃiddʒɪstnætʃɹulislɑpiɪbaʊtɛvɹiθɪŋbʌɾhɹ̩fɪzɪkl̩ʌpɪɹɛnts,xwɔɕid͡ʑɛstnat͡ɕulislaːpujɛbawrɛvitɛkbɔrhɨfɨzɨkɔɔpirɛnt͡s,wɑzʃid͡ʒʌstnæt͡ʃɹ̩əlislɑpiəbawtɛvɹiθɪŋbʌthɹ̩fɪzɪkələpɪɹəns?,wɑzʃid͡ʒʌstnæt͡ʃɹ̩əlislɑpiəbawtɛvɹiθɪŋbʌthɹ̩fɪzɪkələpɪɹəns?
/complete/dr2/mrhl0/si1515.wav,ðɛɹduɪɾ̃ɪtnaʊ,ðejɹ̩duɪŋɪtnaw,ðɛɹduʌnɪʔnaʊ,ðerdyɯnenæo,ðejɹ̩duɪŋɪtnaw.,ðejɹ̩duɪŋɪtnaw.
/complete/dr2/fram1/si1360.wav,ʔɪtpɹ̩vaɪdzɨfɹeɪmfəðəsæmplɪŋsɛntsəs,ɪtpɹəvajdzəfɹejmfɔɹðəsæmplɪŋsɛnsɪz,ɪʔpɹɹ̩vaɪdzʌfɹeɪmfʌðɪsæmplɪŋsɛnsʌs,eprɔvaːd͡zɔfrɛjmfɔdɨsamplɨnksɛnt͡sɔs,ɪtpɹəvajdzəfɹejmfɔɹðəsæmplɪŋsɛnsɪz.,ɪtpɹəvajdzəfɹejmfɔɹðəsæmplɪŋsɛnsəs.
/complete/dr2/fram1/si522.wav,pɹɑgɹɪsɨzbiŋmeɪdtʉʔɪnɪmpɹuviŋmoʊɾɹ̩ɪsʔæksɛstm̩ɛnitɹ̩npaɪks,pɹɑɡɹɛsɪzbiɪŋmejdtəænɪmpɹuvɪŋmowtɹ̩əsæksɛstəmɛnitɹ̩nbajks,pɹɑɡɹɛsɪzbiŋmeɪdtuɛnɪmpɹuviŋmoʊɾɹ̩ɪsæksɛstumɛnitɹ̩nplaɪks,pwaɡwasɨzpiːɲmeiɨe̞nenpruviɲmɔrusaːksas͡imani͡ɔrnpaiks,"pɹɑɡɹɛsɪzbiɪŋmejd,tu,ɪnɪmpɹuvɪŋmowtɹ̩əstsæksɛstəmɛnitɹ̩npajks.",pɹɑɡɹɛsɪzbiɪŋmejdtəændɪmpɹuvɪŋmowtɹ̩əstsæksɛstəmɛnitɹ̩npajks.
/complete/dr2/fram1/sx370.wav,dæʔnɔɪzpɹɑblm̩gɹʊzmɔɹn̩ɔɪɨŋʔitʃdeɪ,ðætnojzpɹɑbləmɡɹowzmɔɹnojɪŋit͡ʃdej,ðæʔnɔɪzpɹɑblʌmɡɹoʊzmɔɹnoʊeɪŋitʃdeɪ,dänno̞ispaːblɔmgɔwzmoːɾno̞e̞mit͡ʂtɛej,ðætnojzpɹɑbləmɡɹowzmɔɹənojɪŋit͡ʃdej.,ðætnojzpɹɑbləmɡɹowzmɔɹənojɪŋit͡ʃdej.
/complete/dr2/fram1/sa2.wav,doʊɾ̃æskmiɾɪkɛɹiɨnɔɪliɹæglaɪkðæʔ,dɑntæskmitəkæɹiænojliɹæɡlajkðæt,doʊnæskmiɾɪkɛɹiɪnɔɪliɹæɡlaɪkðæʔ,do̞o̞näːskmiːɾɯke̞wäjino̞e̞lːiʋäːgläitäː,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr2/fram1/sx100.wav,pɹɑdʒɪkdɨvɛlʔmɪnʔwʊzpɚsiɾiŋtʉsloʊli,pɹɑd͡ʒɛktdɪvɛləpməntwɑzpɹəsidɪŋtuslowli,pɹɑdʒɛktdɪvɛlpmɛnʔwʌzpɹʌsiɾiŋtusloʊli,pɾad͡ʑɛtːɨvawmɛnwɔsprɔsiːɾiɲnt͡syslaɯleː,pɹɑd͡ʒɛktdɪvɛləpməntwɑzpɹəsidɪŋtuslowli.,pɹɑd͡ʒɛktdɪvɛləpməntwɑzpɹəsidɪŋtuslowli.
/complete/dr2/fram1/sa1.wav,ʃiɦædʒjɚdɑɹksʉʔɨngɹisiwɔʃwɔɾɹ̩ʔɔljɪɹ̩,ʃihædjɔɹdɑɹksutænɡɹisiwɑʃwɔtɹ̩ɔljɪɹ,ʃihædʒɹ̩dɑɹksuʔɪnɡɹisiwɔʃwɔɾɹ̩ɔljiɹ,ɕihaːd͡ʑɯdɔksɯːɾje̞ngwisiwäːʐwärɔɔːji,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr2/fram1/si730.wav,ʔənʌðɹ̩mɛmoʊfɹ̩saɪʔsiɹ̩zbɹiŋjɹ̩kæmɹ̩ʌlɔŋtɨmʉziəms,ənʌðɹ̩mɛmowfɔɹsajtsiɹzbɹɪŋjɔɹkæmɹ̩əlɔŋtəmjuzimz,ʌnʌðɹ̩mɛmʌlfɹ̩saɪʔsɪɹsbɹɪŋjɹ̩kæmɹ̩ʌlɔŋtumjuziʌms,annaðɨmɛmawfɔʂsɔisiɛzbwɯɲikajmɔralɔːntɯmiziums,"ənʌðɹ̩mɛmowfɔɹsajtsiɹz,bɹɪŋjɔɹkæmɹ̩əəlɔŋtəmjuziəmz.","ənʌðɹ̩mɛmowfɔɹsajtsiɹz,bɹɪŋjɔɹkæmɹ̩əəlɔŋtəmjuziəmz."
/complete/dr2/fram1/sx10.wav,ʔɑɹjɹ̩gɹeɪdzhaɪɹ̩ɚloʊɚðɨnænsis,ɑɹjɔɹɡɹejthajɹ̩lowɹ̩ðənænsiz,ɑɹjɹ̩ɡɹeɪdshaɪɹ̩loʊɹ̩ðɛnnænsiz,ajɯːkwäidhaːjɔnlɑwuɾðɛ̃naːnt͡siːs,ɑɹjɔɹɡɹejdzhajɹ̩ɔɹlowɹ̩ðænnæŋsiz?,ɑɹjɔɹɡɹejdzhajɹ̩ɔɹlowɹ̩ðænnæŋsiz?
